	Category	Term	Description	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR	Mean_Gene_Len	Stdv_Gene_Len
10	GOTERM_BP_DIRECT	GO:0033540	fatty acid beta-oxidation using acyl-CoA oxidase	6	0.39814	0.00024	FBGN0034629, FBGN0034628, FBGN0030731, FBGN0027572, FBGN0032775, FBGN0029924	1167	7	10945	8.03893	0.36644	0.04561	0.04533	2349.33333	138.14928
11	KEGG_PATHWAY	dme04146:Peroxisome		26	1.72528	0.00024	FBGN0032790, FBGN0023516, FBGN0032715, FBGN0030731, FBGN0027572, FBGN0035588, FBGN0032775, FBGN0013563, FBGN0034142, FBGN0035233, FBGN0032881, FBGN0040805, FBGN0029924, FBGN0031092, FBGN0034629, FBGN0026872, FBGN0034628, FBGN0015808, FBGN0033631, FBGN0034488, FBGN0037019, FBGN0038349, FBGN0036821, FBGN0032787, FBGN0033812, FBGN0031877	439	91	3261	2.12236	0.03032	0.00205	0.00156	1912.34615	799.59061
12	GOTERM_BP_DIRECT	GO:0048511	rhythmic process	9	0.59721	0.00042	FBGN0036198, FBGN0014396, FBGN0033872, FBGN0032421, FBGN0032422, FBGN0032897, FBGN0032899, FBGN0015801, FBGN0032900	1167	19	10945	4.44257	0.55087	0.07271	0.07226	1501.75	1331.21399
13	GOTERM_BP_DIRECT	GO:0019991	septate junction assembly	12	0.79628	0.00054	FBGN0036198, FBGN0033032, FBGN0036433, FBGN0025631, FBGN0261284, FBGN0036299, FBGN0032421, FBGN0250785, FBGN0020278, FBGN0015777, FBGN0010238, FBGN0036945	1167	34	10945	3.31015	0.64514	0.08627	0.08573	2665.33333	2980.97214
14	GOTERM_BP_DIRECT	GO:0009636	response to toxic substance	9	0.59721	0.00092	FBGN0004512, FBGN0010040, FBGN0013277, FBGN0034716, FBGN0013278, FBGN0033817, FBGN0013279, FBGN0035695, FBGN0031010, FBGN0001149	1167	21	10945	4.01946	0.83044	0.13515	0.1343	2267.6	1159.05066
15	GOTERM_BP_DIRECT	GO:0051085	chaperone mediated protein folding requiring cofactor	11	0.72993	0.00099	FBGN0013276, FBGN0013277, FBGN0013278, FBGN0013279, FBGN0261274, FBGN0031322, FBGN0001230, FBGN0013275, FBGN0051354, FBGN0037312, FBGN0263106	1167	31	10945	3.32794	0.84953	0.13515	0.1343	1929.27273	739.85049
16	GOTERM_BP_DIRECT	GO:0034620	cellular response to unfolded protein	8	0.53086	0.00113	FBGN0013276, FBGN0013277, FBGN0013278, FBGN0013279, FBGN0001230, FBGN0013275, FBGN0051354, FBGN0031260	1167	17	10945	4.41353	0.88697	0.14231	0.14142	2266.0	205.65384
17	GOTERM_BP_DIRECT	GO:0035080	heat shock-mediated polytene chromosome puffing	6	0.39814	0.00119	FBGN0013276, FBGN0013277, FBGN0013278, FBGN0013279, FBGN0013275, FBGN0051354	1167	9	10945	6.2525	0.89767	0.14231	0.14142	2360.16667	22.43076
18	GOTERM_BP_DIRECT	GO:0032222	regulation of synaptic transmission, cholinergic	7	0.4645	0.00204	FBGN0036198, FBGN0033872, FBGN0032421, FBGN0032422, FBGN0032897, FBGN0032899, FBGN0032900	1167	14	10945	4.68937	0.98004	0.22989	0.22846	1015.0	360.39938
19	GOTERM_BP_DIRECT	GO:0001666	response to hypoxia	11	0.72993	0.00275	FBGN0013276, FBGN0004512, FBGN0013277, FBGN0001168, FBGN0013278, FBGN0013279, FBGN0013275, FBGN0051354, FBGN0010651, FBGN0027657, FBGN0020764	1167	35	10945	2.94761	0.99494	0.29313	0.29129	2341.81818	624.10005
20	GOTERM_BP_DIRECT	GO:0034475	U4 snRNA 3'-end processing	5	0.33179	0.00344	FBGN0260648, FBGN0034065, FBGN0032487, FBGN0037815, FBGN0030789	1167	7	10945	6.69911	0.99867	0.34761	0.34544	1053.4	289.69336
21	GOTERM_BP_DIRECT	GO:1903818	positive regulation of voltage-gated potassium channel activity	7	0.4645	0.0045	FBGN0036198, FBGN0033872, FBGN0032421, FBGN0032422, FBGN0032897, FBGN0032899, FBGN0032900	1167	16	10945	4.1032	0.99983	0.43225	0.42954	1015.0	360.39938
22	GOTERM_BP_DIRECT	GO:0007498	mesoderm development	15	0.99536	0.00486	FBGN0085446, FBGN0014380, FBGN0002526, FBGN0003149, FBGN0004169, FBGN0035917, FBGN0002772, FBGN0000320, FBGN0027364, FBGN0004133, FBGN0000064, FBGN0026562, FBGN0030594, FBGN0000591, FBGN0010246	1167	62	10945	2.26905	0.99991	0.43375	0.43103	3250.4	3468.91268
23	GOTERM_BP_DIRECT	GO:0042026	protein refolding	10	0.66357	0.00497	FBGN0013276, FBGN0013277, FBGN0013278, FBGN0013279, FBGN0001230, FBGN0011296, FBGN0013275, FBGN0051354, FBGN0001229, FBGN0014877	1167	32	10945	2.93086	0.99993	0.43375	0.43103	1918.3	652.56924
24	GOTERM_BP_DIRECT	GO:0006986	response to unfolded protein	5	0.33179	0.00631	FBGN0013276, FBGN0013277, FBGN0013278, FBGN0013279, FBGN0013275	1167	8	10945	5.86172	0.99999	0.50417	0.50102	2362.8	23.70991
25	GOTERM_BP_DIRECT	GO:0034427	nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'	5	0.33179	0.00631	FBGN0260648, FBGN0034065, FBGN0032487, FBGN0037815, FBGN0030789	1167	8	10945	5.86172	0.99999	0.50417	0.50102	1053.4	289.69336
26	GOTERM_BP_DIRECT	GO:0030203	glycosaminoglycan metabolic process	4	0.26543	0.01022	FBGN0033836, FBGN0041630, FBGN0260475, FBGN0041629	1167	5	10945	7.503	1.0	0.7128	0.70834	1900.0	220.46428
27	GOTERM_BP_DIRECT	GO:0071028	nuclear mRNA surveillance	4	0.26543	0.01022	FBGN0034065, FBGN0032487, FBGN0037815, FBGN0030789	1167	5	10945	7.503	1.0	0.7128	0.70834	1082.5	317.28339
28	GOTERM_BP_DIRECT	GO:0046839	phospholipid dephosphorylation	5	0.33179	0.0104	FBGN0037166, FBGN0037341, FBGN0041087, FBGN0051717, FBGN0037163	1167	9	10945	5.21042	1.0	0.7128	0.70834	1703.6	532.80413
29	GOTERM_BP_DIRECT	GO:0006094	gluconeogenesis	5	0.33179	0.0104	FBGN0250906, FBGN0086355, FBGN0003067, FBGN0027580, FBGN0032820	1167	9	10945	5.21042	1.0	0.7128	0.70834	2188.4	1136.0744
30	GOTERM_BP_DIRECT	GO:0006810	transport	7	0.4645	0.01155	FBGN0037970, FBGN0028646, FBGN0019830, FBGN0036834, FBGN0035767, FBGN0260743, FBGN0030218	1167	19	10945	3.45533	1.0	0.76441	0.75963	1670.57143	502.73192
31	GOTERM_BP_DIRECT	GO:0055070	copper ion homeostasis	6	0.39814	0.01196	FBGN0052446, FBGN0033274, FBGN0050377, FBGN0036820, FBGN0035868, FBGN0037936	1167	14	10945	4.01946	1.0	0.76535	0.76056	1457.5	1065.16943
32	GOTERM_BP_DIRECT	GO:0009950	dorsal/ventral axis specification	8	0.53086	0.01313	FBGN0004003, FBGN0003495, FBGN0003089, FBGN0002926, FBGN0003450, FBGN0261016, FBGN0000533, FBGN0085362	1167	25	10945	3.0012	1.0	0.81266	0.80758	2916.75	2417.72904
33	GOTERM_BP_DIRECT	GO:0007444	imaginal disc development	9	0.59721	0.01368	FBGN0010470, FBGN0020416, FBGN0003731, FBGN0013763, FBGN0016031, FBGN0026361, FBGN0026415, FBGN0020415, FBGN0020414	1167	31	10945	2.72286	1.0	0.82019	0.81506	2344.11111	1398.34859
34	UP_TISSUE	Muscle		4	0.26543	0.01411	FBGN0002772, FBGN0052311, FBGN0017561, FBGN0038294	120	6	1233	6.85	0.24747	0.27273	0.25975	4313.5	3706.31694
35	GOTERM_BP_DIRECT	GO:0006865	amino acid transport	5	0.33179	0.01589	FBGN0036493, FBGN0037533, FBGN0037203, FBGN0036764, FBGN0002778	1167	10	10945	4.68937	1.0	0.92405	0.91827	2535.8	499.53314
36	GOTERM_BP_DIRECT	GO:0050767	regulation of neurogenesis	9	0.59721	0.0199	FBGN0001168, FBGN0010109, FBGN0002609, FBGN0000591, FBGN0001180, FBGN0002735, FBGN0002733, FBGN0000147, FBGN0002633	1167	33	10945	2.55784	1.0	1.0	0.99426	1561.55556	771.46961
37	GOTERM_BP_DIRECT	GO:0009952	anterior/posterior pattern specification	8	0.53086	0.0201	FBGN0001168, FBGN0010109, FBGN0002609, FBGN0000591, FBGN0002735, FBGN0002733, FBGN0001137, FBGN0002633	1167	27	10945	2.77889	1.0	1.0	0.99426	1367.0	523.99809
38	GOTERM_BP_DIRECT	GO:0006032	chitin catabolic process	6	0.39814	0.02181	FBGN0020416, FBGN0013763, FBGN0022702, FBGN0026415, FBGN0020415, FBGN0020414	1167	16	10945	3.51703	1.0	1.0	0.99426	1822.66667	393.24279
39	GOTERM_BP_DIRECT	GO:0006520	cellular amino acid metabolic process	6	0.39814	0.02181	FBGN0259977, FBGN0000075, FBGN0000422, FBGN0001125, FBGN0037759, FBGN0039052	1167	16	10945	3.51703	1.0	1.0	0.99426	1874.33333	366.21199
40	GOTERM_BP_DIRECT	GO:0007155	cell adhesion	14	0.929	0.02294	FBGN0260745, FBGN0263219, FBGN0010395, FBGN0036101, FBGN0001257, FBGN0025879, FBGN0263038, FBGN0004456, FBGN0026721, FBGN0004397, FBGN0031256, FBGN0026562, FBGN0050046, FBGN0033710	1167	67	10945	1.95974	1.0	1.0	0.99426	2842.5	1582.19245
41	GOTERM_BP_DIRECT	GO:0032543	mitochondrial translation	17	1.12807	0.02477	FBGN0036462, FBGN0040666, FBGN0037330, FBGN0036774, FBGN0044511, FBGN0036335, FBGN0042112, FBGN0034893, FBGN0039159, FBGN0001995, FBGN0026741, FBGN0031357, FBGN0030433, FBGN0051450, FBGN0038319, FBGN0083983, FBGN0036853	1167	89	10945	1.79145	1.0	1.0	0.99426	735.52941	238.97037
42	UP_TISSUE	Gut		3	0.19907	0.02597	FBGN0010053, FBGN0034405, FBGN0034406	120	3	1233	10.275	0.40925	0.27273	0.25975	1611.66667	119.85083
43	GOTERM_BP_DIRECT	GO:0007275	multicellular organism development	11	0.72993	0.02754	FBGN0259878, FBGN0003731, FBGN0003366, FBGN0016970, FBGN0037405, FBGN0000356, FBGN0032006, FBGN0000355, FBGN0030439, FBGN0000358, FBGN0000357	1167	48	10945	2.1493	1.0	1.0	0.99426	3153.88889	2609.43261
44	GOTERM_BP_DIRECT	GO:0008340	determination of adult lifespan	28	1.858	0.02886	FBGN0015575, FBGN0086355, FBGN0002719, FBGN0037960, FBGN0031461, FBGN0031263, FBGN0030350, FBGN0000330, FBGN0029856, FBGN0003068, FBGN0030057, FBGN0036756, FBGN0033448, FBGN0036816, FBGN0033846, FBGN0035132, FBGN0035131, FBGN0038788, FBGN0037873, FBGN0004507, FBGN0001257, FBGN0262169, FBGN0003731, FBGN0053126, FBGN0005278, FBGN0029002, FBGN0001230, FBGN0035977	1167	174	10945	1.50922	1.0	1.0	0.99426	1963.64286	1182.59008
45	GOTERM_BP_DIRECT	GO:0009062	fatty acid catabolic process	4	0.26543	0.03037	FBGN0033717, FBGN0027572, FBGN0037548, FBGN0039341	1167	7	10945	5.35929	1.0	1.0	0.99426	2071.5	273.24028
46	GOTERM_BP_DIRECT	GO:0097428	protein maturation by iron-sulfur cluster transfer	4	0.26543	0.03037	FBGN0053502, FBGN0037301, FBGN0052857	1167	7	10945	5.35929	1.0	1.0	0.99426	1784.0	1024.59781
47	GOTERM_BP_DIRECT	GO:0035234	ectopic germ cell programmed cell death	5	0.33179	0.03151	FBGN0259834, FBGN0033690, FBGN0046687, FBGN0040491, FBGN0041087	1167	12	10945	3.90781	1.0	1.0	0.99426	1458.0	375.60245
48	GOTERM_BP_DIRECT	GO:0061327	anterior Malpighian tubule development	5	0.33179	0.03151	FBGN0030964, FBGN0026562, FBGN0016075, FBGN0041096, FBGN0032006	1167	12	10945	3.90781	1.0	1.0	0.99426	4188.8	2122.20417
49	GOTERM_BP_DIRECT	GO:0006082	organic acid metabolic process	3	0.19907	0.03161	FBGN0023507, FBGN0010383, FBGN0004959	1167	3	10945	9.37875	1.0	1.0	0.99426	2220.66667	292.76764
50	GOTERM_BP_DIRECT	GO:0043490	malate-aspartate shuttle	3	0.19907	0.03161	FBGN0037970, FBGN0028646, FBGN0260743	1167	3	10945	9.37875	1.0	1.0	0.99426	1792.66667	701.5589
51	GOTERM_BP_DIRECT	GO:0071722	detoxification of arsenic-containing substance	3	0.19907	0.03161	FBGN0052495, FBGN0030882, FBGN0046114	1167	3	10945	9.37875	1.0	1.0	0.99426	1283.66667	386.12289
52	GOTERM_BP_DIRECT	GO:0019439	aromatic compound catabolic process	3	0.19907	0.03161	FBGN0010053, FBGN0034405, FBGN0034406	1167	3	10945	9.37875	1.0	1.0	0.99426	1611.66667	119.85083
53	GOTERM_BP_DIRECT	GO:0097638	L-arginine import across plasma membrane	3	0.19907	0.03161	FBGN0036493, FBGN0037203, FBGN0036764	1167	3	10945	9.37875	1.0	1.0	0.99426	2732.0	563.07075
54	GOTERM_BP_DIRECT	GO:1903352	L-ornithine transmembrane transport	3	0.19907	0.03161	FBGN0036493, FBGN0037203, FBGN0036764	1167	3	10945	9.37875	1.0	1.0	0.99426	2732.0	563.07075
55	GOTERM_BP_DIRECT	GO:2001046	positive regulation of integrin-mediated signaling pathway	3	0.19907	0.03161	FBGN0031256, FBGN0260660, FBGN0020249	1167	3	10945	9.37875	1.0	1.0	0.99426	2270.66667	1169.63508
56	GOTERM_BP_DIRECT	GO:0097176	epoxide metabolic process	3	0.19907	0.03161	FBGN0010053, FBGN0034405, FBGN0034406	1167	3	10945	9.37875	1.0	1.0	0.99426	1611.66667	119.85083
57	GOTERM_BP_DIRECT	GO:0045739	positive regulation of DNA repair	3	0.19907	0.03161	FBGN0000320, FBGN0000147, FBGN0023515	1167	3	10945	9.37875	1.0	1.0	0.99426	2700.33333	808.85818
58	GOTERM_BP_DIRECT	GO:0032981	mitochondrial respiratory chain complex I assembly	9	0.59721	0.03264	FBGN0021967, FBGN0037880, FBGN0017567, FBGN0034919, FBGN0035046, FBGN0037777, FBGN0032511, FBGN0034578, FBGN0033093	1167	36	10945	2.34469	1.0	1.0	0.99426	893.55556	289.25426
59	GOTERM_BP_DIRECT	GO:0006487	protein N-linked glycosylation	7	0.4645	0.0362	FBGN0036544, FBGN0053774, FBGN0036300, FBGN0029906, FBGN0250820, FBGN0039580, FBGN0263852	1167	24	10945	2.73547	1.0	1.0	0.99426	2056.28571	2047.12975
60	GOTERM_BP_DIRECT	GO:0006783	heme biosynthetic process	5	0.33179	0.04178	FBGN0032222, FBGN0036271, FBGN0020764, FBGN0021944, FBGN0020018	1167	13	10945	3.60721	1.0	1.0	0.99426	1607.0	146.97619
61	GOTERM_BP_DIRECT	GO:0008643	carbohydrate transport	7	0.4645	0.04349	FBGN0031523, FBGN0264574, FBGN0029932, FBGN0028563, FBGN0250820, FBGN0031517, FBGN0029849	1167	25	10945	2.62605	1.0	1.0	0.99426	2187.42857	790.9345
62	GOTERM_BP_DIRECT	GO:0009408	response to heat	13	0.86264	0.04425	FBGN0013276, FBGN0013277, FBGN0013278, FBGN0060296, FBGN0013279, FBGN0013275, FBGN0011296, FBGN0001229, FBGN0263106, FBGN0020278, FBGN0034707, FBGN0051354, FBGN0034335	1167	66	10945	1.84733	1.0	1.0	0.99426	1982.92308	996.02429
63	GOTERM_BP_DIRECT	GO:0016075	rRNA catabolic process	4	0.26543	0.04482	FBGN0034065, FBGN0032487, FBGN0037815, FBGN0030789	1167	8	10945	4.68937	1.0	1.0	0.99426	1082.5	317.28339
64	GOTERM_BP_DIRECT	GO:0006782	protoporphyrinogen IX biosynthetic process	4	0.26543	0.04482	FBGN0036271, FBGN0020764, FBGN0021944, FBGN0020018	1167	8	10945	4.68937	1.0	1.0	0.99426	1640.5	146.25748
65	GOTERM_BP_DIRECT	GO:0061355	Wnt protein secretion	4	0.26543	0.04482	FBGN0045866, FBGN0004957, FBGN0029709, FBGN0069242	1167	8	10945	4.68937	1.0	1.0	0.99426	1259.0	524.85951
66	GOTERM_BP_DIRECT	GO:0045333	cellular respiration	4	0.26543	0.04482	FBGN0033086, FBGN0083986, FBGN0032222, FBGN0031971	1167	8	10945	4.68937	1.0	1.0	0.99426	1570.25	1004.17687
67	GOTERM_BP_DIRECT	GO:0042594	response to starvation	14	0.929	0.0475	FBGN0035383, FBGN0035132, FBGN0035131, FBGN0042135, FBGN0037960, FBGN0044047, FBGN0000427, FBGN0020278, FBGN0001257, FBGN0261862, FBGN0024944, FBGN0004852, FBGN0003067, FBGN0001230	1167	74	10945	1.77436	1.0	1.0	0.99426	2740.71429	1169.21869
68	GOTERM_BP_DIRECT	GO:0006820	anion transport	7	0.4645	0.05163	FBGN0038099, FBGN0039886, FBGN0024315, FBGN0033048, FBGN0010497, FBGN0010651, FBGN0034490	1167	26	10945	2.52505	1.0	1.0	0.99426	2176.0	355.55028
69	GOTERM_BP_DIRECT	GO:0009416	response to light stimulus	7	0.4645	0.05163	FBGN0003068, FBGN0031913, FBGN0025680, FBGN0000320, FBGN0028482, FBGN0261808, FBGN0030932	1167	26	10945	2.52505	1.0	1.0	0.99426	2500.14286	994.23573
70	GOTERM_BP_DIRECT	GO:0015718	monocarboxylic acid transport	5	0.33179	0.0537	FBGN0035173, FBGN0259834, FBGN0031002, FBGN0031010, FBGN0023549	1167	14	10945	3.34955	1.0	1.0	0.99426	2575.8	959.08277
71	GOTERM_BP_DIRECT	GO:0030239	myofibril assembly	5	0.33179	0.0537	FBGN0002773, FBGN0004169, FBGN0264695, FBGN0035917, FBGN0003149	1167	14	10945	3.34955	1.0	1.0	0.99426	2987.6	1975.89621
72	GOTERM_BP_DIRECT	GO:0009253	peptidoglycan catabolic process	5	0.33179	0.0537	FBGN0040323, FBGN0037906, FBGN0035976, FBGN0035975, FBGN0035977	1167	14	10945	3.34955	1.0	1.0	0.99426	1486.0	265.32697
73	GOTERM_BP_DIRECT	GO:0030488	tRNA methylation	6	0.39814	0.05424	FBGN0037435, FBGN0035247, FBGN0025629, FBGN0029857, FBGN0031832, FBGN0052281	1167	20	10945	2.81362	1.0	1.0	0.99426	1376.5	265.52448
74	GOTERM_BP_DIRECT	GO:0035151	regulation of tube size, open tracheal system	6	0.39814	0.05424	FBGN0036198, FBGN0033032, FBGN0032421, FBGN0250785, FBGN0015777, FBGN0010238	1167	20	10945	2.81362	1.0	1.0	0.99426	3241.5	3939.94153
75	GOTERM_BP_DIRECT	GO:0034975	protein folding in endoplasmic reticulum	3	0.19907	0.05878	FBGN0004003, FBGN0261274, FBGN0037718	1167	4	10945	7.03406	1.0	1.0	0.99426	1817.66667	484.37199
76	GOTERM_BP_DIRECT	GO:0006537	glutamate biosynthetic process	3	0.19907	0.05878	FBGN0261625, FBGN0001124, FBGN0001125	1167	4	10945	7.03406	1.0	1.0	0.99426	1989.0	517.6144
77	GOTERM_BP_DIRECT	GO:0060537	muscle tissue development	3	0.19907	0.05878	FBGN0014863, FBGN0259209, FBGN0086253	1167	4	10945	7.03406	1.0	1.0	0.99426	1852.66667	542.79298
78	GOTERM_BP_DIRECT	GO:0006096	glycolytic process	7	0.4645	0.06064	FBGN0250906, FBGN0086355, FBGN0001186, FBGN0000064, FBGN0038957, FBGN0014869, FBGN0039827	1167	27	10945	2.43153	1.0	1.0	0.99426	1872.0	749.88323
79	GOTERM_BP_DIRECT	GO:0031116	positive regulation of microtubule polymerization	4	0.26543	0.06202	FBGN0004908, FBGN0002948, FBGN0037301, FBGN0038916	1167	9	10945	4.16833	1.0	1.0	0.99426	1772.25	1073.1422
80	GOTERM_BP_DIRECT	GO:0006465	signal peptide processing	4	0.26543	0.06202	FBGN0262801, FBGN0031260, FBGN0040623, FBGN0030306	1167	9	10945	4.16833	1.0	1.0	0.99426	908.75	517.17375
81	GOTERM_BP_DIRECT	GO:0006805	xenobiotic metabolic process	4	0.26543	0.06202	FBGN0010383, FBGN0004959, FBGN0033887, FBGN0027070	1167	9	10945	4.16833	1.0	1.0	0.99426	1932.5	536.29539
82	GOTERM_BP_DIRECT	GO:0097254	renal tubular secretion	4	0.26543	0.06202	FBGN0004512, FBGN0034716, FBGN0035695, FBGN0031010	1167	9	10945	4.16833	1.0	1.0	0.99426	3263.0	925.44314
83	UP_TISSUE	Head		17	1.12807	0.06291	FBGN0016123, FBGN0032350, FBGN0000723, FBGN0024841, FBGN0027844, FBGN0001257, FBGN0027108, FBGN0002930, FBGN0025680, FBGN0027106, FBGN0002772, FBGN0000320, FBGN0000083, FBGN0015609, FBGN0010246, FBGN0014427, FBGN0087012	120	112	1233	1.5596	0.72732	0.40827	0.38883	2470.29412	2433.96208
84	GOTERM_BP_DIRECT	GO:0016226	iron-sulfur cluster assembly	6	0.39814	0.06518	FBGN0053502, FBGN0037011, FBGN0035890, FBGN0037301, FBGN0052857	1167	21	10945	2.67964	1.0	1.0	0.99426	1633.0	864.54543
85	GOTERM_BP_DIRECT	GO:0018990	ecdysis, chitin-based cuticle	6	0.39814	0.06518	FBGN0020416, FBGN0013763, FBGN0037207, FBGN0022702, FBGN0026415, FBGN0020414	1167	21	10945	2.67964	1.0	1.0	0.99426	1942.83333	396.81709
86	UP_TISSUE	Ovary		14	0.929	0.07777	FBGN0262801, FBGN0011761, FBGN0263705, FBGN0004649, FBGN0020278, FBGN0000356, FBGN0001137, FBGN0003867, FBGN0000256, FBGN0000644, FBGN0026417, FBGN0001330, FBGN0028646, FBGN0010611	120	89	1233	1.61629	0.80193	0.40827	0.38883	2801.42857	2389.82213
87	GOTERM_BP_DIRECT	GO:0043277	apoptotic cell clearance	4	0.26543	0.08179	FBGN0029092, FBGN0010395, FBGN0015295, FBGN0030329	1167	10	10945	3.7515	1.0	1.0	0.99426	2658.5	580.16571
88	GOTERM_BP_DIRECT	GO:1990573	potassium ion import across plasma membrane	5	0.33179	0.08242	FBGN0015776, FBGN0036279, FBGN0261794, FBGN0015777, FBGN0051547	1167	16	10945	2.93086	1.0	1.0	0.99426	5112.6	3489.35487
